1484	2.54E-06	1.01E-05	1.72E-05	2.18E-05
1484.4	2.58E-06	1.03E-05	1.76E-05	2.23E-05
1484.8	2.61E-06	1.04E-05	1.79E-05	2.28E-05
1485.2	2.61E-06	1.05E-05	1.83E-05	2.33E-05
1485.6	2.56E-06	1.07E-05	1.86E-05	2.38E-05
1486	2.63E-06	1.08E-05	1.91E-05	2.43E-05
1486.4	2.71E-06	1.11E-05	1.95E-05	2.49E-05
1486.8	2.64E-06	1.13E-05	1.99E-05	2.55E-05
1487.2	2.70E-06	1.14E-05	2.04E-05	2.61E-05
1487.6	2.70E-06	1.16E-05	2.07E-05	2.67E-05
1488	2.79E-06	1.18E-05	2.12E-05	2.73E-05
1488.4	2.74E-06	1.20E-05	2.17E-05	2.79E-05
1488.8	2.76E-06	1.22E-05	2.21E-05	2.86E-05
1489.2	2.81E-06	1.24E-05	2.24E-05	2.92E-05
1489.6	2.79E-06	1.26E-05	2.30E-05	2.99E-05
1490	2.84E-06	1.27E-05	2.34E-05	3.06E-05
1490.4	2.87E-06	1.30E-05	2.38E-05	3.13E-05
1490.8	2.82E-06	1.32E-05	2.44E-05	3.20E-05
1491.2	2.96E-06	1.34E-05	2.49E-05	3.27E-05
1491.6	2.94E-06	1.36E-05	2.55E-05	3.35E-05
1492	2.94E-06	1.38E-05	2.61E-05	3.43E-05
1492.4	2.98E-06	1.41E-05	2.66E-05	3.52E-05
1492.8	3.05E-06	1.43E-05	2.73E-05	3.61E-05
1493.2	3.02E-06	1.45E-05	2.79E-05	3.70E-05
1493.6	3.08E-06	1.48E-05	2.85E-05	3.79E-05
1494	3.12E-06	1.51E-05	2.92E-05	3.89E-05
1494.4	3.15E-06	1.54E-05	2.98E-05	3.98E-05
1494.8	3.12E-06	1.56E-05	3.05E-05	4.08E-05
1495.2	3.14E-06	1.59E-05	3.11E-05	4.19E-05
1495.6	3.10E-06	1.61E-05	3.17E-05	4.29E-05
1496	3.22E-06	1.64E-05	3.25E-05	4.40E-05
1496.4	3.23E-06	1.68E-05	3.33E-05	4.52E-05
1496.8	3.21E-06	1.71E-05	3.41E-05	4.64E-05
1497.2	3.27E-06	1.74E-05	3.49E-05	4.78E-05
1497.6	3.29E-06	1.78E-05	3.59E-05	4.91E-05
1498	3.34E-06	1.81E-05	3.68E-05	5.05E-05
1498.4	3.38E-06	1.85E-05	3.78E-05	5.18E-05
1498.8	3.41E-06	1.89E-05	3.87E-05	5.34E-05
1499.2	3.46E-06	1.92E-05	3.98E-05	5.51E-05
1499.6	3.50E-06	1.96E-05	4.09E-05	5.66E-05
1500	3.49E-06	2.01E-05	4.19E-05	5.83E-05
1500.4	3.53E-06	2.05E-05	4.32E-05	6.02E-05
1500.8	3.61E-06	2.09E-05	4.44E-05	6.21E-05
1501.2	3.63E-06	2.13E-05	4.58E-05	6.41E-05
1501.6	3.60E-06	2.18E-05	4.71E-05	6.62E-05
1502	3.68E-06	2.23E-05	4.84E-05	6.85E-05
1502.4	3.75E-06	2.29E-05	5.01E-05	7.10E-05
1502.8	3.75E-06	2.35E-05	5.18E-05	7.37E-05
1503.2	3.83E-06	2.41E-05	5.37E-05	7.65E-05
1503.6	3.91E-06	2.48E-05	5.55E-05	7.94E-05
1504	3.96E-06	2.55E-05	5.74E-05	8.25E-05
1504.4	4.01E-06	2.61E-05	5.94E-05	8.57E-05
1504.8	4.08E-06	2.68E-05	6.15E-05	8.90E-05
1505.2	4.10E-06	2.75E-05	6.37E-05	9.26E-05
1505.6	4.11E-06	2.83E-05	6.60E-05	9.65E-05
1506	4.18E-06	2.91E-05	6.86E-05	1.01E-04
1506.4	4.25E-06	2.99E-05	7.13E-05	1.05E-04
1506.8	4.27E-06	3.08E-05	7.41E-05	1.10E-04
1507.2	4.31E-06	3.18E-05	7.72E-05	1.15E-04
1507.6	4.38E-06	3.28E-05	8.06E-05	1.20E-04
1508	4.41E-06	3.39E-05	8.41E-05	1.26E-04
1508.4	4.54E-06	3.50E-05	8.78E-05	1.32E-04
1508.8	4.55E-06	3.61E-05	9.17E-05	1.39E-04
1509.2	4.62E-06	3.73E-05	9.59E-05	1.47E-04
1509.6	4.65E-06	3.87E-05	1.00E-04	1.54E-04
1510	4.75E-06	4.00E-05	1.05E-04	1.63E-04
1510.4	4.80E-06	4.14E-05	1.10E-04	1.72E-04
1510.8	4.82E-06	4.30E-05	1.16E-04	1.82E-04
1511.2	4.88E-06	4.46E-05	1.22E-04	1.92E-04
1511.6	4.95E-06	4.63E-05	1.29E-04	2.03E-04
1512	5.07E-06	4.81E-05	1.36E-04	2.16E-04
1512.4	5.09E-06	5.01E-05	1.43E-04	2.29E-04
1512.8	5.19E-06	5.21E-05	1.51E-04	2.44E-04
1513.2	5.25E-06	5.43E-05	1.60E-04	2.59E-04
1513.6	5.30E-06	5.67E-05	1.70E-04	2.77E-04
1514	5.39E-06	5.92E-05	1.80E-04	2.96E-04
1514.4	5.46E-06	6.19E-05	1.91E-04	3.16E-04
1514.8	5.56E-06	6.48E-05	2.03E-04	3.39E-04
1515.2	5.59E-06	6.78E-05	2.17E-04	3.63E-04
1515.6	5.74E-06	7.10E-05	2.31E-04	3.91E-04
1516	5.78E-06	7.46E-05	2.47E-04	4.21E-04
1516.4	5.91E-06	7.84E-05	2.65E-04	4.54E-04
1516.8	5.98E-06	8.25E-05	2.85E-04	4.92E-04
1517.2	6.09E-06	8.70E-05	3.06E-04	5.33E-04
1517.6	6.16E-06	9.17E-05	3.29E-04	5.79E-04
1518	6.27E-06	9.69E-05	3.56E-04	6.32E-04
1518.4	6.36E-06	1.03E-04	3.85E-04	6.91E-04
1518.8	6.48E-06	1.09E-04	4.19E-04	7.58E-04
1519.2	6.56E-06	1.16E-04	4.58E-04	8.40E-04
1519.6	6.61E-06	1.24E-04	5.04E-04	9.35E-04
1520	6.71E-06	1.33E-04	5.57E-04	1.05E-03
1520.4	6.78E-06	1.43E-04	6.18E-04	1.18E-03
1520.8	6.89E-06	1.54E-04	6.91E-04	1.33E-03
1521.2	6.94E-06	1.66E-04	7.81E-04	1.54E-03
1521.6	7.05E-06	1.82E-04	8.91E-04	1.79E-03
1522	7.10E-06	1.99E-04	1.02E-03	2.10E-03
1522.4	7.18E-06	2.20E-04	1.19E-03	2.48E-03
1522.8	7.20E-06	2.44E-04	1.39E-03	2.98E-03
1523.2	7.25E-06	2.74E-04	1.66E-03	3.64E-03
1523.6	7.29E-06	3.11E-04	1.98E-03	4.50E-03
1524	7.41E-06	3.54E-04	2.42E-03	5.59E-03
1524.4	7.54E-06	4.06E-04	2.96E-03	7.02E-03
1524.8	7.63E-06	4.73E-04	3.68E-03	8.97E-03
1525.2	7.76E-06	5.55E-04	4.61E-03	1.16E-02
1525.6	7.88E-06	6.52E-04	5.77E-03	1.50E-02
1526	8.14E-06	7.76E-04	7.32E-03	1.94E-02
1526.4	8.37E-06	9.29E-04	9.31E-03	2.49E-02
1526.8	8.69E-06	1.11E-03	1.17E-02	3.27E-02
1527.2	8.94E-06	1.33E-03	1.51E-02	4.23E-02
1527.6	9.32E-06	1.61E-03	1.94E-02	5.49E-02
1528	9.71E-06	1.94E-03	2.42E-02	7.10E-02
1528.4	1.03E-05	2.35E-03	3.06E-02	9.12E-02
1528.8	1.08E-05	2.82E-03	3.85E-02	1.17E-01
1529.2	1.14E-05	3.37E-03	4.77E-02	1.48E-01
1529.6	1.20E-05	4.03E-03	5.89E-02	1.83E-01
1530	1.28E-05	4.77E-03	7.19E-02	2.24E-01
1530.4	1.37E-05	5.59E-03	8.62E-02	2.65E-01
1530.8	1.47E-05	6.47E-03	1.01E-01	3.02E-01
1531.2	1.57E-05	7.33E-03	1.15E-01	3.35E-01
1531.6	1.70E-05	8.18E-03	1.29E-01	3.74E-01
1532	1.84E-05	8.95E-03	1.40E-01	4.43E-01
1532.4	2.00E-05	9.58E-03	1.47E-01	4.68E-01
1532.8	2.19E-05	1.00E-02	1.49E-01	4.61E-01
1533.2	2.41E-05	1.02E-02	1.47E-01	4.28E-01
1533.6	2.64E-05	1.01E-02	1.39E-01	4.04E-01
1534	2.89E-05	9.74E-03	1.27E-01	3.53E-01
1534.4	3.15E-05	9.14E-03	1.12E-01	3.13E-01
1534.8	3.40E-05	8.34E-03	9.56E-02	2.68E-01
1535.2	3.62E-05	7.43E-03	7.93E-02	2.14E-01
1535.6	3.81E-05	6.48E-03	6.52E-02	1.79E-01
1536	3.96E-05	5.54E-03	5.10E-02	1.37E-01
1536.4	4.08E-05	4.73E-03	4.00E-02	1.04E-01
1536.8	4.15E-05	4.02E-03	3.18E-02	7.92E-02
1537.2	4.18E-05	3.44E-03	2.54E-02	6.07E-02
1537.6	4.20E-05	2.98E-03	2.07E-02	4.76E-02
1538	4.21E-05	2.61E-03	1.71E-02	3.83E-02
1538.4	4.22E-05	2.33E-03	1.45E-02	3.16E-02
1538.8	4.24E-05	2.11E-03	1.26E-02	2.66E-02
1539.2	4.28E-05	1.95E-03	1.11E-02	2.32E-02
1539.6	4.34E-05	1.83E-03	1.01E-02	2.07E-02
1540	4.40E-05	1.75E-03	9.35E-03	1.88E-02
1540.4	4.49E-05	1.69E-03	8.85E-03	1.76E-02
1540.8	4.59E-05	1.66E-03	8.53E-03	1.68E-02
1541.2	4.69E-05	1.65E-03	8.33E-03	1.63E-02
1541.6	4.81E-05	1.65E-03	8.26E-03	1.60E-02
1542	4.93E-05	1.66E-03	8.25E-03	1.59E-02
1542.4	5.06E-05	1.68E-03	8.31E-03	1.60E-02
1542.8	5.20E-05	1.71E-03	8.42E-03	1.62E-02
1543.2	5.34E-05	1.74E-03	8.58E-03	1.65E-02
1543.6	5.49E-05	1.78E-03	8.76E-03	1.68E-02
1544	5.64E-05	1.82E-03	8.95E-03	1.73E-02
1544.4	5.81E-05	1.87E-03	9.18E-03	1.78E-02
1544.8	5.98E-05	1.92E-03	9.42E-03	1.83E-02
1545.2	6.16E-05	1.97E-03	9.68E-03	1.89E-02
1545.6	6.34E-05	2.02E-03	9.94E-03	1.95E-02
1546	6.54E-05	2.08E-03	1.02E-02	2.02E-02
1546.4	6.75E-05	2.13E-03	1.05E-02	2.08E-02
1546.8	6.96E-05	2.19E-03	1.08E-02	2.15E-02
1547.2	7.17E-05	2.25E-03	1.11E-02	2.21E-02
1547.6	7.40E-05	2.31E-03	1.13E-02	2.28E-02
1548	7.64E-05	2.38E-03	1.16E-02	2.34E-02
1548.4	7.88E-05	2.44E-03	1.19E-02	2.40E-02
1548.8	8.14E-05	2.50E-03	1.21E-02	2.46E-02
1549.2	8.39E-05	2.56E-03	1.24E-02	2.50E-02
1549.6	8.65E-05	2.61E-03	1.25E-02	2.54E-02
1550	8.91E-05	2.66E-03	1.27E-02	2.56E-02
1550.4	9.16E-05	2.69E-03	1.28E-02	2.58E-02
1550.8	9.41E-05	2.72E-03	1.28E-02	2.57E-02
1551.2	9.65E-05	2.75E-03	1.28E-02	2.56E-02
1551.6	9.89E-05	2.76E-03	1.27E-02	2.53E-02
1552	1.01E-04	2.76E-03	1.26E-02	2.49E-02
1552.4	1.03E-04	2.76E-03	1.24E-02	2.44E-02
1552.8	1.05E-04	2.74E-03	1.22E-02	2.38E-02
1553.2	1.07E-04	2.72E-03	1.20E-02	2.31E-02
1553.6	1.09E-04	2.70E-03	1.17E-02	2.24E-02
1554	1.11E-04	2.67E-03	1.14E-02	2.17E-02
1554.4	1.12E-04	2.63E-03	1.11E-02	2.10E-02
1554.8	1.14E-04	2.60E-03	1.09E-02	2.03E-02
1555.2	1.15E-04	2.56E-03	1.06E-02	1.96E-02
1555.6	1.17E-04	2.52E-03	1.02E-02	1.89E-02
1556	1.18E-04	2.47E-03	9.92E-03	1.82E-02
1556.4	1.19E-04	2.42E-03	9.60E-03	1.75E-02
1556.8	1.20E-04	2.37E-03	9.28E-03	1.68E-02
1557.2	1.20E-04	2.31E-03	8.95E-03	1.60E-02
1557.6	1.21E-04	2.25E-03	8.59E-03	1.53E-02
1558	1.21E-04	2.18E-03	8.20E-03	1.45E-02
1558.4	1.20E-04	2.10E-03	7.80E-03	1.37E-02
1558.8	1.20E-04	2.02E-03	7.38E-03	1.29E-02
1559.2	1.19E-04	1.93E-03	6.93E-03	1.20E-02
1559.6	1.18E-04	1.84E-03	6.48E-03	1.11E-02
1560	1.16E-04	1.74E-03	6.03E-03	1.03E-02
1560.4	1.14E-04	1.65E-03	5.60E-03	9.50E-03
1560.8	1.12E-04	1.55E-03	5.18E-03	8.72E-03
1561.2	1.10E-04	1.46E-03	4.77E-03	7.95E-03
1561.6	1.08E-04	1.36E-03	4.38E-03	7.22E-03
1562	1.06E-04	1.28E-03	4.01E-03	6.55E-03
1562.4	1.03E-04	1.19E-03	3.65E-03	5.91E-03
1562.8	1.01E-04	1.10E-03	3.32E-03	5.34E-03
1563.2	9.79E-05	1.02E-03	3.02E-03	4.82E-03
1563.6	9.52E-05	9.49E-04	2.74E-03	4.32E-03
1564	9.25E-05	8.79E-04	2.48E-03	3.87E-03
1564.4	8.97E-05	8.13E-04	2.24E-03	3.46E-03
1564.8	8.70E-05	7.50E-04	2.03E-03	3.11E-03
1565.2	8.43E-05	6.95E-04	1.83E-03	2.78E-03
1565.6	8.16E-05	6.34E-04	1.65E-03	2.49E-03
1566	7.89E-05	5.89E-04	1.50E-03	2.23E-03
1566.4	7.64E-05	5.44E-04	1.35E-03	2.00E-03
1566.8	7.37E-05	5.04E-04	1.22E-03	1.79E-03
1567.2	7.11E-05	4.65E-04	1.10E-03	1.61E-03
1567.6	6.85E-05	4.29E-04	9.97E-04	1.44E-03
1568	6.61E-05	3.97E-04	9.05E-04	1.29E-03
1568.4	6.38E-05	3.68E-04	8.21E-04	1.16E-03
1568.8	6.15E-05	3.41E-04	7.46E-04	1.05E-03
1569.2	5.95E-05	3.16E-04	6.80E-04	9.46E-04
1569.6	5.73E-05	2.94E-04	6.20E-04	8.55E-04
1570	5.53E-05	2.73E-04	5.66E-04	7.76E-04
1570.4	5.34E-05	2.54E-04	5.19E-04	7.04E-04
1570.8	5.15E-05	2.37E-04	4.75E-04	6.39E-04
1571.2	4.96E-05	2.21E-04	4.36E-04	5.83E-04
1571.6	4.79E-05	2.06E-04	4.01E-04	5.30E-04
1572	4.62E-05	1.93E-04	3.70E-04	4.87E-04
1572.4	4.47E-05	1.81E-04	3.42E-04	4.48E-04
1572.8	4.33E-05	1.71E-04	3.18E-04	4.13E-04
1573.2	4.19E-05	1.61E-04	2.96E-04	3.82E-04
1573.6	4.05E-05	1.52E-04	2.75E-04	3.54E-04
1574	3.93E-05	1.44E-04	2.57E-04	3.28E-04
1574.4	3.81E-05	1.36E-04	2.40E-04	3.05E-04
1574.8	3.70E-05	1.29E-04	2.25E-04	2.84E-04
1575.2	3.60E-05	1.22E-04	2.12E-04	2.66E-04
1575.6	3.50E-05	1.16E-04	2.00E-04	2.49E-04
1576	3.41E-05	1.11E-04	1.89E-04	2.35E-04
1576.4	3.32E-05	1.06E-04	1.79E-04	2.21E-04
1576.8	3.24E-05	1.02E-04	1.69E-04	2.09E-04
1577.2	3.16E-05	9.74E-05	1.61E-04	1.98E-04
1577.6	3.08E-05	9.32E-05	1.53E-04	1.87E-04
1578	3.00E-05	8.94E-05	1.45E-04	1.77E-04
1578.4	2.93E-05	8.60E-05	1.39E-04	1.69E-04
1578.8	2.86E-05	8.27E-05	1.32E-04	1.60E-04
1579.2	2.80E-05	7.96E-05	1.27E-04	1.53E-04
1579.6	2.73E-05	7.68E-05	1.21E-04	1.46E-04
1580	2.68E-05	7.44E-05	1.16E-04	1.40E-04
1580.4	2.63E-05	7.19E-05	1.12E-04	1.34E-04
1580.8	2.58E-05	6.97E-05	1.08E-04	1.29E-04
1581.2	2.53E-05	6.75E-05	1.04E-04	1.24E-04
1581.6	2.48E-05	6.56E-05	9.98E-05	1.19E-04
1582	2.44E-05	6.36E-05	9.65E-05	1.15E-04
1582.4	2.39E-05	6.17E-05	9.31E-05	1.10E-04
1582.8	2.35E-05	5.98E-05	8.99E-05	1.06E-04
1583.2	2.30E-05	5.80E-05	8.68E-05	1.02E-04
1583.6	2.26E-05	5.64E-05	8.39E-05	9.87E-05
1584	2.21E-05	5.47E-05	8.12E-05	9.53E-05
1584.4	2.17E-05	5.32E-05	7.85E-05	9.21E-05
1584.8	2.13E-05	5.18E-05	7.61E-05	8.90E-05
1585.2	2.09E-05	5.05E-05	7.39E-05	8.61E-05
1585.6	2.05E-05	4.91E-05	7.15E-05	8.35E-05
1586	2.02E-05	4.77E-05	6.95E-05	8.09E-05
1586.4	1.97E-05	4.65E-05	6.74E-05	7.82E-05
1586.8	1.94E-05	4.53E-05	6.54E-05	7.58E-05
1587.2	1.90E-05	4.41E-05	6.35E-05	7.34E-05
1587.6	1.86E-05	4.30E-05	6.17E-05	7.13E-05
1588	1.83E-05	4.19E-05	6.00E-05	6.92E-05
1588.4	1.79E-05	4.09E-05	5.82E-05	6.72E-05
1588.8	1.76E-05	3.99E-05	5.67E-05	6.53E-05
1589.2	1.73E-05	3.90E-05	5.52E-05	6.35E-05
1589.6	1.69E-05	3.80E-05	5.37E-05	6.16E-05
1590	1.67E-05	3.70E-05	5.22E-05	5.98E-05
1590.4	1.64E-05	3.61E-05	5.08E-05	5.81E-05
1590.8	1.61E-05	3.53E-05	4.96E-05	5.68E-05
1591.2	1.59E-05	3.46E-05	4.84E-05	5.54E-05
1591.6	1.56E-05	3.40E-05	4.73E-05	5.42E-05
1592	1.54E-05	3.33E-05	4.63E-05	5.28E-05
1592.4	1.51E-05	3.26E-05	4.52E-05	5.15E-05
1592.8	1.50E-05	3.20E-05	4.41E-05	5.02E-05
1593.2	1.48E-05	3.13E-05	4.31E-05	4.91E-05
1593.6	1.44E-05	3.07E-05	4.22E-05	4.80E-05
1594	1.43E-05	3.01E-05	4.13E-05	4.69E-05
1594.4	1.41E-05	2.98E-05	4.05E-05	4.60E-05
1594.8	1.40E-05	2.92E-05	3.98E-05	4.50E-05
1595.2	1.38E-05	2.86E-05	3.89E-05	4.40E-05
1595.6	1.35E-05	2.79E-05	3.79E-05	4.28E-05
1596	1.33E-05	2.72E-05	3.69E-05	4.16E-05
1596.4	1.31E-05	2.65E-05	3.59E-05	4.05E-05
1596.8	1.28E-05	2.59E-05	3.50E-05	3.93E-05
1597.2	1.26E-05	2.52E-05	3.40E-05	3.82E-05
1597.6	1.24E-05	2.47E-05	3.32E-05	3.73E-05
1598	1.21E-05	2.43E-05	3.25E-05	3.64E-05
1598.4	1.19E-05	2.39E-05	3.18E-05	3.56E-05
1598.8	1.18E-05	2.33E-05	3.11E-05	3.49E-05
1599.2	1.16E-05	2.29E-05	3.04E-05	3.41E-05
1599.6	1.14E-05	2.24E-05	2.97E-05	3.32E-05
1600	1.13E-05	2.19E-05	2.90E-05	3.24E-05
1600.4	1.10E-05	2.14E-05	2.83E-05	3.15E-05
1600.8	1.08E-05	2.10E-05	2.77E-05	3.08E-05
1601.2	1.07E-05	2.06E-05	2.71E-05	3.02E-05
1601.6	1.05E-05	2.03E-05	2.67E-05	2.97E-05
1602	1.04E-05	2.00E-05	2.62E-05	2.91E-05
1602.4	1.03E-05	1.96E-05	2.56E-05	2.85E-05
1602.8	1.01E-05	1.92E-05	2.50E-05	2.79E-05
1603.2	9.90E-06	1.89E-05	2.45E-05	2.72E-05
1603.6	9.77E-06	1.84E-05	2.39E-05	2.65E-05
1604	9.55E-06	1.81E-05	2.34E-05	2.59E-05
1604.4	9.45E-06	1.76E-05	2.29E-05	2.53E-05
1604.8	9.25E-06	1.73E-05	2.23E-05	2.47E-05
1605.2	9.18E-06	1.69E-05	2.18E-05	2.42E-05
1605.6	8.94E-06	1.66E-05	2.14E-05	2.37E-05
1606	8.93E-06	1.64E-05	2.11E-05	2.33E-05
1606.4	8.76E-06	1.61E-05	2.07E-05	2.29E-05
1606.8	8.68E-06	1.58E-05	2.03E-05	2.24E-05
1607.2	8.52E-06	1.55E-05	1.98E-05	2.19E-05
1607.6	8.42E-06	1.51E-05	1.94E-05	2.13E-05
1608	8.17E-06	1.48E-05	1.89E-05	2.08E-05
1608.4	8.11E-06	1.46E-05	1.85E-05	2.03E-05
1608.8	7.97E-06	1.42E-05	1.80E-05	1.99E-05
1609.2	7.81E-06	1.40E-05	1.77E-05	1.95E-05
1609.6	7.74E-06	1.37E-05	1.73E-05	1.90E-05
1610	7.63E-06	1.34E-05	1.70E-05	1.87E-05
1610.4	7.52E-06	1.32E-05	1.67E-05	1.83E-05
1610.8	7.46E-06	1.30E-05	1.63E-05	1.79E-05
1611.2	7.32E-06	1.27E-05	1.59E-05	1.75E-05
1611.6	7.21E-06	1.24E-05	1.55E-05	1.71E-05
1612	7.06E-06	1.22E-05	1.53E-05	1.67E-05
1612.4	6.94E-06	1.19E-05	1.49E-05	1.62E-05
1612.8	6.86E-06	1.17E-05	1.45E-05	1.58E-05
1613.2	6.73E-06	1.14E-05	1.41E-05	1.54E-05
1613.6	6.69E-06	1.12E-05	1.38E-05	1.51E-05
1614	6.51E-06	1.10E-05	1.35E-05	1.47E-05
1614.4	6.36E-06	1.07E-05	1.31E-05	1.44E-05
1614.8	6.21E-06	1.04E-05	1.28E-05	1.38E-05
1615.2	6.08E-06	1.00E-05	1.24E-05	1.36E-05
1615.6	5.96E-06	9.85E-06	1.21E-05	1.31E-05
1616	5.78E-06	9.64E-06	1.17E-05	1.28E-05
1616.4	5.65E-06	9.34E-06	1.14E-05	1.24E-05
1616.8	5.59E-06	9.12E-06	1.12E-05	1.21E-05
1617.2	5.58E-06	8.87E-06	1.09E-05	1.17E-05
1617.6	5.47E-06	8.69E-06	1.06E-05	1.15E-05
1618	5.32E-06	8.55E-06	1.04E-05	1.12E-05
1618.4	5.12E-06	8.34E-06	1.02E-05	1.09E-05
1618.8	5.04E-06	8.07E-06	9.76E-06	1.06E-05
1619.2	4.95E-06	7.77E-06	9.48E-06	1.02E-05
1619.6	4.82E-06	7.65E-06	9.18E-06	9.96E-06
1620	4.71E-06	7.40E-06	8.95E-06	9.62E-06
1620.4	4.61E-06	7.20E-06	8.68E-06	9.38E-06
1620.8	4.51E-06	7.14E-06	8.47E-06	9.16E-06
1621.2	4.49E-06	6.89E-06	8.19E-06	8.79E-06
